Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,HSN Code
3pcs set,3pcs-set,"A soothing sage-green embroidered suit paired with a matching lightweight dupatta. Elegant, minimal, and perfect for everyday wear or subtle festive styling.",jaipur fashions,,3 PCS SET,,TRUE,Active,S3763755,,Size,L,,,,,,,,1550,2210,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764334008866-whatsapp-image-2025-11-28-at-3.50.45-pm-27.jpg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764334008866-whatsapp-image-2025-11-28-at-3.50.45-pm-27.jpg,FALSE,3pcs set,"A soothing sage-green embroidered suit paired with a matching lightweight dupatta. Elegant, minimal, and perfect for everyday wear or subtle festive styling.",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3763756,,Size,XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764334022658-whatsapp-image-2025-11-28-at-3.50.45-pm-26.jpg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764334022658-whatsapp-image-2025-11-28-at-3.50.45-pm-26.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3763757,,Size,2XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764334022658-whatsapp-image-2025-11-28-at-3.50.45-pm-26.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3763754,,Size,M,,,,,,,,1550,2210,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764334008866-whatsapp-image-2025-11-28-at-3.50.45-pm-27.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3763758,,Size,3XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764334169794-whatsapp-image-2025-11-28-at-3.50.45-pm-26.jpg,3,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764334169794-whatsapp-image-2025-11-28-at-3.50.45-pm-26.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
UMBRELLA SET,umbrella-set,"Elevate your everyday ethnic wardrobe with this refreshing turquoise blue printed kurta set, designed for effortless comfort and breezy elegance. Crafted in a lightweight, breathable fabric, the kurta features a relaxed A-line silhouette with a flattering V-neckline and subtle front detailing. The bold floral prints add a lively, contemporary touch, making it perfect for warm-weather styling.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3733071,,Size,XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766236022456-gemini_generated_image_sdesqwsdesqwsdes.png,1,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766236022456-gemini_generated_image_sdesqwsdesqwsdes.png,FALSE,UMBRELLA SET,"Elevate your everyday ethnic wardrobe with this refreshing turquoise blue printed kurta set, designed for effortless comfort and breezy elegance. Crafted in a lightweight, breathable fabric, the kurta features a relaxed A-line silhouette with a flattering V-neckline and subtle front detailing. The bold floral prints add a lively, contemporary touch, making it perfect for warm-weather styling.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3733070,,Size,L,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766234936115-1-163.jpeg,2,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766234936115-1-163.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3733069,,Size,M,,,,,,,,799,1140,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766234936115-1-163.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3733072,,Size,2XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766236022456-gemini_generated_image_sdesqwsdesqwsdes.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"“Rich embroidered velvet kurta set — timeless, classy, and effortlessly royal.”",jyothi studio,,3 PCS SET,,TRUE,Active,S3728116,,Size,3XL,,,,,,,,3999,5710,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764445858848-gemini_generated_image_cbqbyxcbqbyxcbqb-14.jpg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764445858848-gemini_generated_image_cbqbyxcbqbyxcbqb-14.jpg,FALSE,3pcs set,"“Rich embroidered velvet kurta set — timeless, classy, and effortlessly royal.”",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3728110,,Size,L,,,,,,,,3950,5640,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764445896293-chatgpt-image-nov-16-2025-04_54_46-pm.png,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764445896293-chatgpt-image-nov-16-2025-04_54_46-pm.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3728114,,Size,2XL,,,,,,,,3950,5640,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764445858848-gemini_generated_image_cbqbyxcbqbyxcbqb-14.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3728112,,Size,XL,,,,,,,,3950,5640,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764445858848-gemini_generated_image_cbqbyxcbqbyxcbqb-14.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
PLAZO SETS,plazo-sets,"“A stylish floral-printed straight kurta set, featuring bold botanical motifs and matching pants. Elegant, comfy, and perfect for everyday chic.”",SUBHAMASTHU SHOPPING MALL,,Plazo sets,,TRUE,Active,S3762086,,Size,M,,,,,,,,650,930,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764438140379-gemini_generated_image_cbqbyxcbqbyxcbqb-18.jpg,1,PLAZO SETS,https://only2u-media.b-cdn.net/productsimages/1764438140379-gemini_generated_image_cbqbyxcbqbyxcbqb-18.jpg,FALSE,PLAZO SETS,"“A stylish floral-printed straight kurta set, featuring bold botanical motifs and matching pants. Elegant, comfy, and perfect for everyday chic.”",,,,,,,,new,FALSE,,,,,,54072040
,plazo-sets,,,,,,,,S3762088,,Size,XL,,,,,,,,650,930,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764438227815-gemini_generated_image_cbqbyxcbqbyxcbqb-8.jpg,2,PLAZO SETS,https://only2u-media.b-cdn.net/productsimages/1764438227815-gemini_generated_image_cbqbyxcbqbyxcbqb-8.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,plazo-sets,,,,,,,,S3762087,,Size,L,,,,,,,,650,930,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764438140379-gemini_generated_image_cbqbyxcbqbyxcbqb-18.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,plazo-sets,,,,,,,,S3762089,,Size,2XL,,,,,,,,650,930,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764438227815-gemini_generated_image_cbqbyxcbqbyxcbqb-8.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
PRINTED PLAZO SET,printed-plazo-set,"Add a touch of sunshine to your everyday ethnic style with this cheerful mustard yellow kurta set, designed for effortless elegance and comfort. The kurta features an all-over abstract floral-inspired print in white, creating a fresh and lively contrast. The delicately embroidered yoke adds refined detailing, elevating the look with subtle sophistication.",SUBHAMASTHU SHOPPING MALL,,Plazo sets,,TRUE,Active,S3818305,,Size,5XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765688450525-1-24.png,1,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765688450525-1-24.png,FALSE,PRINTED PLAZO SET,"Add a touch of sunshine to your everyday ethnic style with this cheerful mustard yellow kurta set, designed for effortless elegance and comfort. The kurta features an all-over abstract floral-inspired print in white, creating a fresh and lively contrast. The delicately embroidered yoke adds refined detailing, elevating the look with subtle sophistication.",,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3818306,,Size,6XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765688450525-1-24.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3818303,,Size,3XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765688450525-1-24.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3818304,,Size,4XL,,,,,,,,600,1200,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765688450525-1-24.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
PRINTED PLAZO SET,printed-plazo-set,"Crafted for all-day comfort, the dress features full sleeves and a relaxed fit, making it ideal for casual outings, travel days, or weekend brunches. The lightweight fabric ensures breathability, while the floral pattern adds a feminine, contemporary touch.",SUBHAMASTHU SHOPPING MALL,,Plazo sets,,TRUE,Active,S3817819,,Size,5XL,,,,,,,,700,1400,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765688800998-1-20.png,1,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765688800998-1-20.png,FALSE,PRINTED PLAZO SET,"Crafted for all-day comfort, the dress features full sleeves and a relaxed fit, making it ideal for casual outings, travel days, or weekend brunches. The lightweight fabric ensures breathability, while the floral pattern adds a feminine, contemporary touch.",,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3817805,,Size,3XL,,,,,,,,675,1350,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765688800998-1-20.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3817818,,Size,4XL,,,,,,,,700,1400,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765688800998-1-20.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
PRINTED PLAZO SET,printed-plazo-set,"Crafted in a straight-cut silhouette, the kurta ensures comfort while offering a flattering fit. It is paired with classic solid black straight pants that keep the look refined and balanced. The ensemble is completed with a sheer black dupatta featuring delicate edging, adding flow and elegance to every movement.",SUBHAMASTHU SHOPPING MALL,,Plazo sets,,TRUE,Active,S3817793,,Size,3XL,,,,,,,,625,1250,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765691205293-gemini_generated_image_uldu27uldu27uldu-1.png,1,PRINTED PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765691205293-gemini_generated_image_uldu27uldu27uldu-1.png,FALSE,PRINTED PLAZO SET,"Crafted in a straight-cut silhouette, the kurta ensures comfort while offering a flattering fit. It is paired with classic solid black straight pants that keep the look refined and balanced. The ensemble is completed with a sheer black dupatta featuring delicate edging, adding flow and elegance to every movement.",,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3817795,,Size,5XL,,,,,,,,625,1250,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765691205293-gemini_generated_image_uldu27uldu27uldu-1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3817796,,Size,6XL,,,,,,,,625,1250,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765691205293-gemini_generated_image_uldu27uldu27uldu-1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,printed-plazo-set,,,,,,,,S3817794,,Size,4XL,,,,,,,,625,1250,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765691205293-gemini_generated_image_uldu27uldu27uldu-1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Step into effortless festive elegance with this rich magenta kurta set, thoughtfully designed to offer a perfect blend of tradition and modern grace. The kurta features intricate gold embroidery on the yoke, enhanced with delicate scattered motifs that add a refined shimmer without overpowering the look. Its straight silhouette ensures a flattering fit while maintaining all-day comfort.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3816864,,Size,3XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765698141592-1-9.jpeg,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765698141592-1-9.jpeg,FALSE,3 PC SET,"Step into effortless festive elegance with this rich magenta kurta set, thoughtfully designed to offer a perfect blend of tradition and modern grace. The kurta features intricate gold embroidery on the yoke, enhanced with delicate scattered motifs that add a refined shimmer without overpowering the look. Its straight silhouette ensures a flattering fit while maintaining all-day comfort.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3816865,,Size,4XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765698141592-1-9.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3816866,,Size,5XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765698141592-1-9.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
straight cut top,straight-cut-top,"“Bright and stylish mustard abstract-print kurti paired with crisp white pants — fresh, modern, and effortlessly elegant.”",RUDRA TEXTILES,,Tops,,TRUE,Active,S3762106,,Size,XL,,,,,,,,599,860,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764444056768-whatsapp-image-2025-11-17-at-9.23.33-pm-8.jpeg,1,straight cut top,https://only2u-media.b-cdn.net/productsimages/1764444056768-whatsapp-image-2025-11-17-at-9.23.33-pm-8.jpeg,FALSE,straight cut top,"“Bright and stylish mustard abstract-print kurti paired with crisp white pants — fresh, modern, and effortlessly elegant.”",,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3762107,,Size,2XL,,,,,,,,599,860,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764444056768-whatsapp-image-2025-11-17-at-9.23.33-pm-8.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3762108,,Size,3XL,,,,,,,,599,860,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764444056768-whatsapp-image-2025-11-17-at-9.23.33-pm-8.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3762104,,Size,M,,,,,,,,599,860,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764444047071-whatsapp-image-2025-11-17-at-9.23.33-pm-9.jpeg,2,straight cut top,https://only2u-media.b-cdn.net/productsimages/1764444047071-whatsapp-image-2025-11-17-at-9.23.33-pm-9.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3762105,,Size,L,,,,,,,,599,860,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764444047071-whatsapp-image-2025-11-17-at-9.23.33-pm-9.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"“Fresh and vibrant floral print suit set with a breezy dupatta — stylish, comfortable, and perfect for everyday elegance.”",jaipur fashions,,3 PCS SET,,TRUE,Active,S3764960,,Size,L,,,,,,,,850,1210,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764446523913-whatsapp-image-2025-11-30-at-12.04.12-am.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764446523913-whatsapp-image-2025-11-30-at-12.04.12-am.jpeg,FALSE,3pcs set,"“Fresh and vibrant floral print suit set with a breezy dupatta — stylish, comfortable, and perfect for everyday elegance.”",,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3764959,,Size,M,,,,,,,,850,1210,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764446523913-whatsapp-image-2025-11-30-at-12.04.12-am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3764961,,Size,XL,,,,,,,,850,1210,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764446535900-gemini_generated_image_cbqbyxcbqbyxcbqb-19.jpg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764446535900-gemini_generated_image_cbqbyxcbqbyxcbqb-19.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
,3pcs-set,,,,,,,,S3764962,,Size,2XL,,,,,,,,850,1210,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764446535900-gemini_generated_image_cbqbyxcbqbyxcbqb-19.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54049010
3pcs set,3pcs-set,"“A regal olive green suit adorned with intricate ethnic embroidery, paired with a beautifully detailed dupatta for a graceful and luxurious festive look.”",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3748295,,Size,XL,,,,,,,,1850,2640,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764438518442-gemini_generated_image_cbqbyxcbqbyxcbqb-1.jpg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764438518442-gemini_generated_image_cbqbyxcbqbyxcbqb-1.jpg,FALSE,3pcs set,"“A regal olive green suit adorned with intricate ethnic embroidery, paired with a beautifully detailed dupatta for a graceful and luxurious festive look.”",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3748294,,Size,L,,,,,,,,1850,2640,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764438526880-gemini_generated_image_cbqbyxcbqbyxcbqb-13.jpg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764438526880-gemini_generated_image_cbqbyxcbqbyxcbqb-13.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3748296,,Size,2XL,,,,,,,,1850,2640,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764438518442-gemini_generated_image_cbqbyxcbqbyxcbqb-1.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3748289,,Size,M,,,,,,,,1850,2640,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1764438526880-gemini_generated_image_cbqbyxcbqbyxcbqb-13.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
UMBRELLA TOP,umbrella-top,"Refresh your everyday wardrobe with this elegant floral midi dress, designed for effortless charm and comfort. Crafted in a soothing teal hue with delicate all-over floral prints, this dress features a flattering empire waist that flows into a softly gathered skirt. The puff sleeves add a feminine touch, while the breathable fabric ensures all-day ease. Perfect for daytime outings, brunches, or relaxed gatherings, this piece blends timeless style with modern comfort.",jaipur fashions,,Tops,,TRUE,Active,S3777263,,Size,M,,,,,,,,475,950,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766236223751-1-119.jpeg,1,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1766236223751-1-119.jpeg,FALSE,UMBRELLA TOP,"Refresh your everyday wardrobe with this elegant floral midi dress, designed for effortless charm and comfort. Crafted in a soothing teal hue with delicate all-over floral prints, this dress features a flattering empire waist that flows into a softly gathered skirt. The puff sleeves add a feminine touch, while the breathable fabric ensures all-day ease. Perfect for daytime outings, brunches, or relaxed gatherings, this piece blends timeless style with modern comfort.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3777264,,Size,L,,,,,,,,475,950,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766236223751-1-119.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3777265,,Size,XL,,,,,,,,475,950,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766236275066-gemini_generated_image_mff69pmff69pmff6.png,2,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1766236275066-gemini_generated_image_mff69pmff69pmff6.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3777266,,Size,2XL,,,,,,,,475,950,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766236275066-gemini_generated_image_mff69pmff69pmff6.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"A serene white embroidered suit featuring delicate grey floral threadwork on the kurta and a matching dupatta with subtle motifs. Paired with straight pants, this look exudes pure elegance and effortless grace. Perfect for daytime events, festive gatherings, and simple yet sophisticated styling.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3742831,,Size,M,,,,,,,,1099,1570,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764256564133-whatsapp-image-2025-11-27-at-5.45.46-pm-3.jpg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764256564133-whatsapp-image-2025-11-27-at-5.45.46-pm-3.jpg,FALSE,3pcs set,"A serene white embroidered suit featuring delicate grey floral threadwork on the kurta and a matching dupatta with subtle motifs. Paired with straight pants, this look exudes pure elegance and effortless grace. Perfect for daytime events, festive gatherings, and simple yet sophisticated styling.",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3742833,,Size,XL,,,,,,,,1099,1570,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1764256583901-whatsapp-image-2025-11-27-at-5.45.46-pm-4.jpg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1764256583901-whatsapp-image-2025-11-27-at-5.45.46-pm-4.jpg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
